지점,지점명,일시,기온(°C),풍속(m/s),습도(%),일사(MJ/m2),전운량(10분위),지면온도(°C)
112,인천,2018-08-22 8:00,24.3,2.6,86,0.32,9,25.2
112,인천,2018-08-22 9:00,25.8,1.1,75,0.74,8,28.5
112,인천,2018-08-22 10:00,28.6,2.3,63,1.78,3,34.7
112,인천,2018-08-22 11:00,30.5,2.1,59,2.51,2,38.4
112,인천,2018-08-22 12:00,32.1,2.4,55,2.86,2,41
112,인천,2018-08-22 13:00,33.3,2.4,50,2.97,2,42.5
112,인천,2018-08-22 14:00,33.3,2.5,50,2.27,3,38.4
112,인천,2018-08-22 15:00,34.1,3.2,52,2.16,2,41.2
112,인천,2018-08-22 16:00,34.1,5.1,53,2.12,3,39.6
112,인천,2018-08-22 17:00,34,4.5,55,1.57,3,36.7
112,인천,2018-08-22 18:00,33,3.9,59,0.89,3,31.9
112,인천,2018-08-22 19:00,31.8,4.4,61,0.33,6,29.3
112,인천,2018-08-22 20:00,31,3.2,63,0.02,7,28.1
112,인천,2018-08-22 21:00,31,2.5,62,,8,27.7
112,인천,2018-08-22 22:00,30.4,1.8,66,,8,27.2
112,인천,2018-08-22 23:00,30.4,3.4,59,,7,26.6
112,인천,2018-08-23 0:00,30,4.8,57,,8,25.8
112,인천,2018-08-23 1:00,29.8,4.5,57,,9,25.5
112,인천,2018-08-23 2:00,29.7,4.2,57,,10,25.2
112,인천,2018-08-23 3:00,29.4,3.2,57,,8,25.1
112,인천,2018-08-23 4:00,29.4,3.3,57,,9,25.3
112,인천,2018-08-23 5:00,29.2,3.8,59,,9,25.1
112,인천,2018-08-23 6:00,28.3,2.1,71,0,9,24.9
112,인천,2018-08-23 7:00,28.1,4.9,62,0.04,10,26.6
112,인천,2018-08-23 8:00,28.2,3.1,62,0.15,10,27.1
112,인천,2018-08-23 9:00,29.2,4.2,59,0.72,10,32.7
112,인천,2018-08-23 10:00,29.6,3.5,61,0.88,10,29.1
112,인천,2018-08-23 11:00,27.6,5.2,72,0.7,10,27.3
112,인천,2018-08-23 12:00,29,4,66,1.14,10,31.4
112,인천,2018-08-23 13:00,29.6,5,59,0.51,10,32.1
112,인천,2018-08-23 14:00,30.3,5.6,60,0.97,10,35.1
112,인천,2018-08-23 15:00,30.5,3.8,63,1.13,10,34.9
112,인천,2018-08-23 16:00,29.6,4.4,69,0.84,10,31.6
112,인천,2018-08-23 17:00,28.8,5.1,72,0.47,10,29.2
112,인천,2018-08-23 18:00,28.2,4.9,74,0.19,10,27.5
112,인천,2018-08-23 19:00,27.9,4.9,78,0.03,10,24.8
112,인천,2018-08-23 20:00,27.6,3.1,79,0,10,24.8
112,인천,2018-08-23 21:00,27.1,4.7,81,,10,24.4
112,인천,2018-08-23 22:00,25.8,3.9,94,,10,24.1
112,인천,2018-08-23 23:00,24.8,4.3,98,,10,23.9
112,인천,2018-08-24 0:00,24.1,3.8,98,,10,23.3
112,인천,2018-08-24 1:00,23.4,4.8,98,,10,22.8
112,인천,2018-08-24 2:00,23.2,4.9,98,,10,22.3
112,인천,2018-08-24 3:00,23.2,4.7,96,,10,22.3
112,인천,2018-08-24 4:00,23.2,4.9,92,,10,22.4
112,인천,2018-08-24 5:00,23.2,5.3,90,,10,22.2
112,인천,2018-08-24 6:00,23.5,6.1,86,0,10,22.4
112,인천,2018-08-24 7:00,23.8,5.1,81,0.05,9,23.4
112,인천,2018-08-24 8:00,24.6,4.8,77,0.4,10,26.9
112,인천,2018-08-24 9:00,25,4.8,81,0.49,10,26.1
112,인천,2018-08-24 10:00,24.4,4.4,86,0.56,10,26.1
112,인천,2018-08-24 11:00,25.2,5.9,83,0.83,10,27
112,인천,2018-08-24 12:00,24.8,3.4,91,0.69,10,25.7
112,인천,2018-08-24 13:00,24.1,4.4,92,0.47,10,25
112,인천,2018-08-24 14:00,24.3,3.3,86,0.66,10,26.9
112,인천,2018-08-24 15:00,23.9,2.7,88,0.65,10,26.7
112,인천,2018-08-24 16:00,24.1,3.6,91,0.64,10,26.6
112,인천,2018-08-24 17:00,23.9,6.3,91,0.41,10,25.6
112,인천,2018-08-24 18:00,23.7,6.1,88,0.27,10,24.2
112,인천,2018-08-24 19:00,23.6,5.5,86,0.09,3,23.3
112,인천,2018-08-24 20:00,23.5,4.8,85,0,8,22.8
112,인천,2018-08-24 21:00,23.5,4.6,84,,7,22.4
112,인천,2018-08-24 22:00,23.5,3.5,84,,8,22.4
112,인천,2018-08-24 23:00,23.5,3.6,83,,6,22.2
112,인천,2018-08-25 0:00,23.4,3.7,84,,3,21.4
112,인천,2018-08-25 1:00,23.4,3.3,84,,6,21.2
112,인천,2018-08-25 2:00,23.7,3,83,,8,22
112,인천,2018-08-25 3:00,23.7,2.8,83,,9,22.3
112,인천,2018-08-25 4:00,23.7,3.1,83,,9,22.3
112,인천,2018-08-25 5:00,23.8,2.6,81,,8,21.9
112,인천,2018-08-25 6:00,24,2.9,83,0,9,22.2
112,인천,2018-08-25 7:00,24.2,2.9,83,0.07,9,22.8
112,인천,2018-08-25 8:00,24.5,3.1,84,0.32,9,24.7
112,인천,2018-08-25 9:00,25,3.6,76,0.86,8,26.8
112,인천,2018-08-25 10:00,25.9,3.1,65,1.7,7,30.3
112,인천,2018-08-25 11:00,25.9,4.1,65,1.84,8,30.5
112,인천,2018-08-25 12:00,26.5,3.3,63,2.5,8,32.1
112,인천,2018-08-25 13:00,27,3.1,59,2.27,8,34.8
112,인천,2018-08-25 14:00,26.9,3,72,2.59,8,34.7
112,인천,2018-08-25 15:00,25.8,3.6,72,1.75,9,31.3
112,인천,2018-08-25 16:00,25.4,4,71,1.26,7,30.4
112,인천,2018-08-25 17:00,26.2,3.6,67,1.95,7,31
112,인천,2018-08-25 18:00,25.7,3,71,1.05,4,26.7
112,인천,2018-08-25 19:00,24.3,3.7,73,0.34,3,24
112,인천,2018-08-25 20:00,23.9,3.9,73,0,1,22.6
112,인천,2018-08-25 21:00,23.6,3.2,79,,2,21.9
112,인천,2018-08-25 22:00,23.3,3,81,,0,21.4
112,인천,2018-08-25 23:00,23,2,82,,0,21.2
112,인천,2018-08-26 0:00,22.9,1.9,83,,4,21.2
112,인천,2018-08-26 1:00,22.8,1.3,84,,0,20.8
112,인천,2018-08-26 2:00,22.5,1,84,,0,20.3
112,인천,2018-08-26 3:00,22,1.9,91,,1,20.1
112,인천,2018-08-26 4:00,21.7,1.1,92,,1,19.8
112,인천,2018-08-26 5:00,21.5,1.8,95,,1,19.5
112,인천,2018-08-26 6:00,21.2,0.7,95,0,3,19.4
112,인천,2018-08-26 7:00,21.7,1.6,92,0.15,3,20.7
112,인천,2018-08-26 8:00,23.3,1.4,82,0.68,3,24.6
112,인천,2018-08-26 9:00,25,2.1,69,1.44,7,30
112,인천,2018-08-26 10:00,26.8,2.2,61,2,3,33.2
112,인천,2018-08-26 11:00,28.2,2.6,49,2.67,5,37
112,인천,2018-08-26 12:00,26.6,3.8,68,1.76,8,32
112,인천,2018-08-26 13:00,25.1,5,74,0.94,10,29.2
112,인천,2018-08-26 14:00,22.9,2.9,80,0.58,10,27.4
112,인천,2018-08-26 15:00,22.6,2.7,81,0.71,8,25.8
112,인천,2018-08-26 16:00,23,3.4,59,0.5,10,25.9
112,인천,2018-08-26 17:00,22.9,3.3,69,0.53,10,24.9
112,인천,2018-08-26 18:00,22.5,2.7,73,0.26,10,23.7
112,인천,2018-08-26 19:00,22.4,1.9,74,0.1,10,22.7
112,인천,2018-08-26 20:00,22.2,1.2,74,0,8,22.2
112,인천,2018-08-26 21:00,22.2,1.4,68,,10,22
112,인천,2018-08-26 22:00,22.2,2.2,58,,10,21.5
112,인천,2018-08-26 23:00,22,2.3,67,,10,21.2
112,인천,2018-08-27 0:00,21.3,2.3,76,,10,21
112,인천,2018-08-27 1:00,21.3,2,87,,10,21.2
112,인천,2018-08-27 2:00,21.1,1.1,98,,10,21.2
112,인천,2018-08-27 3:00,20.6,1.2,98,,10,21.2
112,인천,2018-08-27 4:00,20.5,2.3,98,,10,21.1
112,인천,2018-08-27 5:00,20.6,2.4,98,,10,21.1
112,인천,2018-08-27 6:00,20.7,1.7,98,0,10,21.3
112,인천,2018-08-27 7:00,21,3.1,98,0.03,10,21.6
112,인천,2018-08-27 8:00,21.3,2.8,98,0.13,10,22.4
112,인천,2018-08-27 9:00,21.8,3.4,98,0.28,10,23.3
112,인천,2018-08-27 10:00,22.1,3,98,0.52,10,24.7
112,인천,2018-08-27 11:00,22.2,3.6,97,0.73,10,25.4
112,인천,2018-08-27 12:00,22.8,4.1,95,1.27,10,27.7
112,인천,2018-08-27 13:00,24.2,4.4,81,1.88,9,31.3
112,인천,2018-08-27 14:00,24.9,3.6,82,1.58,9,30.2
112,인천,2018-08-27 15:00,25.5,3.2,80,1.37,9,30.7
112,인천,2018-08-27 16:00,25.8,1.9,79,1.05,10,29
112,인천,2018-08-27 17:00,25.6,1.6,85,0.71,10,27.7
112,인천,2018-08-27 18:00,24.9,1.6,90,0.24,10,26.3
112,인천,2018-08-27 19:00,24.8,1.6,90,0.1,6,25.5
112,인천,2018-08-27 20:00,24.3,2.3,92,0,2,24
112,인천,2018-08-27 21:00,24.1,1.7,94,,3,23.4
112,인천,2018-08-27 22:00,24.1,0.5,93,,5,23.5
112,인천,2018-08-27 23:00,24.1,0.7,92,,2,23.1
112,인천,2018-08-28 0:00,24,0.4,93,,8,23.1
112,인천,2018-08-28 1:00,24.2,1.2,94,,2,23.6
112,인천,2018-08-28 2:00,24.1,1.3,96,,0,23.6
112,인천,2018-08-28 3:00,24.1,1,94,,9,23.5
112,인천,2018-08-28 4:00,24.1,0.4,93,,9,23.6
112,인천,2018-08-28 5:00,24.1,1,94,,10,23.6
112,인천,2018-08-28 6:00,23.9,2.5,92,,9,23.5
112,인천,2018-08-28 7:00,23.9,2.2,93,0.06,9,24
112,인천,2018-08-28 8:00,24.2,2.3,89,0.23,9,24.9
112,인천,2018-08-28 9:00,24.9,1.4,85,0.5,10,26.7
112,인천,2018-08-28 10:00,25.1,1.7,88,0.37,10,27.3
112,인천,2018-08-28 11:00,25.2,1.9,95,0.52,10,26
112,인천,2018-08-28 12:00,24.6,0.7,98,0.1,10,24.9
112,인천,2018-08-28 13:00,24.6,1.4,98,0.26,10,25.1
112,인천,2018-08-28 14:00,25.2,1,97,0.97,10,28.7
112,인천,2018-08-28 15:00,25.4,2,96,0.72,10,27.1
112,인천,2018-08-28 16:00,25,3.6,98,0.42,10,26.7
112,인천,2018-08-28 17:00,24.2,2.5,98,0.11,10,25.2
112,인천,2018-08-28 18:00,23.9,1.8,99,0.02,10,24.4
112,인천,2018-08-28 19:00,25,2.3,99,0,10,24.8
112,인천,2018-08-28 20:00,23,3.5,99,0,10,23.1
112,인천,2018-08-28 21:00,23,3.3,99,,10,23.6
112,인천,2018-08-28 22:00,22.5,3.8,99,,10,23.4
112,인천,2018-08-28 23:00,22.5,4.3,98,,10,23.1
112,인천,2018-08-29 0:00,23,4.7,98,,10,23.1
112,인천,2018-08-29 1:00,24.4,4.5,98,,10,23.6
112,인천,2018-08-29 2:00,24.7,4.4,98,,9,23.9
112,인천,2018-08-29 3:00,24.6,4.8,98,,8,23.8
112,인천,2018-08-29 4:00,24.7,5.8,97,,10,23.8
112,인천,2018-08-29 5:00,24.7,5.2,96,,10,23.9
112,인천,2018-08-29 6:00,24.9,5.5,95,,10,23.9
112,인천,2018-08-29 7:00,25,5.3,94,0.04,10,24.2
112,인천,2018-08-29 8:00,25.3,5.1,92,0.32,10,25
112,인천,2018-08-29 9:00,26,6.7,86,0.59,9,27.3
112,인천,2018-08-29 10:00,26.6,6.3,83,1.15,9,28.4
112,인천,2018-08-29 11:00,27.2,7.8,77,2.07,9,30.9
112,인천,2018-08-29 12:00,26.8,6,84,1.2,10,28
112,인천,2018-08-29 13:00,26.5,5.8,85,0.5,10,26.6
112,인천,2018-08-29 14:00,26.6,5.1,85,0.28,10,26.7
112,인천,2018-08-29 15:00,26.8,5.7,82,0.71,10,27.3
112,인천,2018-08-29 16:00,26.3,5.5,87,0.32,10,25.6
112,인천,2018-08-29 17:00,25.8,4.2,90,0.05,10,25.1
112,인천,2018-08-29 18:00,25.2,3.7,97,0,10,24.7
112,인천,2018-08-29 19:00,25,4.2,99,0,10,24.7
112,인천,2018-08-29 20:00,25,3.4,99,0,10,24.7
112,인천,2018-08-29 21:00,25.1,3.7,99,,10,24.8
112,인천,2018-08-29 22:00,25.1,4.2,99,,10,24.7
112,인천,2018-08-29 23:00,25.1,5,98,,10,24.6
112,인천,2018-08-30 0:00,25.1,2.6,99,,10,24.7
112,인천,2018-08-30 1:00,24.9,3.8,98,,10,24.5
112,인천,2018-08-30 2:00,25,3.7,99,,10,24.5
112,인천,2018-08-30 3:00,25,3.4,98,,7,24.4
112,인천,2018-08-30 4:00,24.7,4.6,98,,9,24.2
112,인천,2018-08-30 5:00,24.3,4.2,98,,10,24.1
112,인천,2018-08-30 6:00,24.3,2,98,,10,24
112,인천,2018-08-30 7:00,24.4,2.2,98,0.07,9,24.6
112,인천,2018-08-30 8:00,24.5,1.9,98,0.19,10,25
112,인천,2018-08-30 9:00,24.8,2.2,98,0.38,9,26.8
112,인천,2018-08-30 10:00,25.6,2.1,88,1.35,9,31.1
112,인천,2018-08-30 11:00,25.9,2.2,81,1.53,9,33
112,인천,2018-08-30 12:00,26.3,2.2,77,1.83,9,32.7
112,인천,2018-08-30 13:00,26.1,3.1,78,1.76,10,31.7
112,인천,2018-08-30 14:00,26,3.1,74,0.92,10,28.5
112,인천,2018-08-30 15:00,26.5,2.4,70,1.21,10,29.7
112,인천,2018-08-30 16:00,26.3,4.2,76,1.15,10,28.8
112,인천,2018-08-30 17:00,25.7,3,78,0.56,10,26.8
112,인천,2018-08-30 18:00,25.1,2.9,75,0.17,10,25.3
112,인천,2018-08-30 19:00,24.8,2.4,76,0.02,7,24.6
112,인천,2018-08-30 20:00,24.7,2.7,74,0,9,23.8
112,인천,2018-08-30 21:00,24.5,2.4,77,,9,23.5
112,인천,2018-08-30 22:00,24.3,2.1,79,,9,23.5
112,인천,2018-08-30 23:00,24,2.9,83,,7,23
112,인천,2018-08-31 0:00,23.9,2.8,82,,9,22.8
112,인천,2018-08-31 1:00,23.9,2.8,89,,10,22.9
112,인천,2018-08-31 2:00,23.9,1.8,93,,10,23
112,인천,2018-08-31 3:00,23.4,3.3,93,,9,22.8
112,인천,2018-08-31 4:00,23,1.8,88,,10,22.5
112,인천,2018-08-31 5:00,22.6,3.1,87,,10,22.1
112,인천,2018-08-31 6:00,22.7,1.6,92,,10,22.2
112,인천,2018-08-31 7:00,22.8,1,87,0,10,22.4
112,인천,2018-08-31 8:00,22.8,1.5,80,0.17,10,23.1
112,인천,2018-08-31 9:00,23.4,1.9,60,0.75,7,25.5
112,인천,2018-08-31 10:00,24.7,2.2,54,1.78,6,29.7
112,인천,2018-08-31 11:00,25.8,2.1,54,2.42,4,33.7
112,인천,2018-08-31 12:00,26.4,3.2,58,2.95,3,35.1
112,인천,2018-08-31 13:00,26.9,3.7,61,3.04,6,35.5
112,인천,2018-08-31 14:00,27.2,3.7,53,2.79,5,35.2
112,인천,2018-08-31 15:00,27.6,3.8,51,2.7,3,34.1
112,인천,2018-08-31 16:00,26.9,3.9,59,2.08,6,32.2
112,인천,2018-08-31 17:00,26.5,3.3,65,1.59,2,29.4
112,인천,2018-08-31 18:00,25.7,3.8,72,0.87,2,25.6
112,인천,2018-08-31 19:00,24.5,2.7,83,0.15,2,23.8
112,인천,2018-08-31 20:00,24.2,2.5,82,0,8,23.1
112,인천,2018-08-31 21:00,23.9,1.7,81,,7,22.5
112,인천,2018-08-31 22:00,23.6,1.8,81,,4,22.1
112,인천,2018-08-31 23:00,23.5,1,81,,1,21.7
112,인천,2018-09-01 0:00,23.6,1.2,88,,0,21.5
112,인천,2018-09-01 1:00,23.4,2,90,,0,21.3
112,인천,2018-09-01 2:00,23,1.1,89,,0,21
112,인천,2018-09-01 3:00,22.7,0.2,89,,1,20.7
112,인천,2018-09-01 4:00,22.5,1.8,93,,0,20.5
112,인천,2018-09-01 5:00,22.1,1.8,96,,0,20.4
112,인천,2018-09-01 6:00,21.8,1.4,98,,0,20.2
112,인천,2018-09-01 7:00,22.5,4.1,81,0.12,0,20.8
112,인천,2018-09-01 8:00,23.7,3.6,68,0.68,0,23.3
112,인천,2018-09-01 9:00,25.1,4,58,1.4,0,27.4
112,인천,2018-09-01 10:00,26.6,3.5,55,2.03,1,31.1
112,인천,2018-09-01 11:00,27.7,3.6,50,2.54,1,34.1
112,인천,2018-09-01 12:00,28.2,3.2,47,2.89,1,35.9
112,인천,2018-09-01 13:00,29.2,3.5,45,2.99,3,36.8
112,인천,2018-09-01 14:00,28.9,3.3,49,2.51,6,33.6
112,인천,2018-09-01 15:00,29.9,2.9,46,2.08,6,35.7
112,인천,2018-09-01 16:00,28.7,3,44,1.27,3,30.6
112,인천,2018-09-01 17:00,28.6,2.2,47,1,3,27.7
112,인천,2018-09-01 18:00,28.4,2.2,50,0.51,5,26.2
112,인천,2018-09-01 19:00,27.8,3.1,51,0.07,6,24.9
112,인천,2018-09-01 20:00,27.1,3,52,0,5,23.4
112,인천,2018-09-01 21:00,26.9,3.1,52,,8,23.4
112,인천,2018-09-01 22:00,26.1,4.6,57,,7,22.5
112,인천,2018-09-01 23:00,25.2,4.2,60,,4,21.5
112,인천,2018-09-02 0:00,24.5,3.2,61,,7,21.3
112,인천,2018-09-02 1:00,23.8,3.1,61,,5,20.7
112,인천,2018-09-02 2:00,23.2,3.9,61,,3,20
112,인천,2018-09-02 3:00,22.7,3.7,60,,0,19.5
112,인천,2018-09-02 4:00,22.1,3.5,63,,0,19.1
112,인천,2018-09-02 5:00,21.6,3,65,,0,18.8
112,인천,2018-09-02 6:00,21.1,3.6,65,,1,18.4
112,인천,2018-09-02 7:00,21.6,5,61,0.14,2,18.6
112,인천,2018-09-02 8:00,23.1,3.5,56,0.75,1,21.6
112,인천,2018-09-02 9:00,24.5,2.9,52,1.45,2,26.7
112,인천,2018-09-02 10:00,25.6,3.5,51,2.07,5,30.3
112,인천,2018-09-02 11:00,26.6,2.8,52,2.58,6,34.3
112,인천,2018-09-02 12:00,27.2,3,49,2.64,7,33.9
112,인천,2018-09-02 13:00,27.8,1.9,44,2.49,7,35.8
112,인천,2018-09-02 14:00,28.3,2.5,50,2.34,7,35.3
112,인천,2018-09-02 15:00,29.3,1.8,47,2.36,4,36.2
112,인천,2018-09-02 16:00,28.8,2.7,46,1.88,8,34.4
112,인천,2018-09-02 17:00,27.3,2.2,58,0.82,8,27.8
112,인천,2018-09-02 18:00,26.5,2.4,65,0.17,10,25.5
112,인천,2018-09-02 19:00,25.6,2.2,69,0.05,10,24.3
112,인천,2018-09-02 20:00,25.5,1.2,69,0,10,23.8
112,인천,2018-09-02 21:00,25.7,1.7,66,,10,23.6
112,인천,2018-09-02 22:00,25.7,3.9,68,,10,23.1
112,인천,2018-09-02 23:00,25.3,2.1,70,,10,23
112,인천,2018-09-03 0:00,25,3.3,71,,9,22.6
112,인천,2018-09-03 1:00,24.6,3.7,71,,9,22.4
112,인천,2018-09-03 2:00,24.4,3.7,71,,10,22.5
112,인천,2018-09-03 3:00,24.3,3.2,72,,10,22.4
112,인천,2018-09-03 4:00,24.1,2.7,74,,10,22.4
112,인천,2018-09-03 5:00,23.8,2.8,76,,9,22.1
112,인천,2018-09-03 6:00,23.7,2.6,77,,10,22.2
112,인천,2018-09-03 7:00,23.7,1.7,78,0.01,10,22.6
112,인천,2018-09-03 8:00,23.9,2.1,78,0.14,10,23.3
112,인천,2018-09-03 9:00,24.2,2.8,76,0.14,10,24
112,인천,2018-09-03 10:00,24.4,3.1,79,0.36,10,24.9
112,인천,2018-09-03 11:00,24.3,3.5,83,0.56,10,25.3
112,인천,2018-09-03 12:00,24.8,3.2,79,0.54,10,28.7
112,인천,2018-09-03 13:00,25.8,3.6,76,0.88,9,29.1
112,인천,2018-09-03 14:00,26,3.2,81,0.66,10,26.4
112,인천,2018-09-03 15:00,25.7,3.5,87,0.49,10,25.9
112,인천,2018-09-03 16:00,25,3,97,0.22,10,24.8
112,인천,2018-09-03 17:00,21.9,2.4,96,0.07,10,22.8
112,인천,2018-09-03 18:00,21.7,1.5,98,0.07,10,22.7
112,인천,2018-09-03 19:00,22,1.8,98,0.02,10,22.5
112,인천,2018-09-03 20:00,22.4,0.4,94,,10,22.5
112,인천,2018-09-03 21:00,22.6,0.9,97,,10,22.6
112,인천,2018-09-03 22:00,22.6,1.3,98,,10,22.5
112,인천,2018-09-03 23:00,22.1,1,98,,8,21.8
112,인천,2018-09-04 0:00,21.9,1.2,98,,10,22
112,인천,2018-09-04 1:00,21.8,1.8,98,,8,22
112,인천,2018-09-04 2:00,21.4,2.2,98,,7,21.2
112,인천,2018-09-04 3:00,21,2,98,,9,20.8
112,인천,2018-09-04 4:00,20.4,3,98,,10,20.4
112,인천,2018-09-04 5:00,20.2,2.4,98,,9,20
112,인천,2018-09-04 6:00,19.9,1.4,98,,7,19.6
112,인천,2018-09-04 7:00,20,2.6,98,0.07,2,19.8
112,인천,2018-09-04 8:00,20.9,3,91,0.6,1,23.7
112,인천,2018-09-04 9:00,22.2,1.7,80,1.43,0,28.6
112,인천,2018-09-04 10:00,22.9,3.2,76,2.04,1,31.8
112,인천,2018-09-04 11:00,23.8,4.3,69,2.55,1,33.8
112,인천,2018-09-04 12:00,24.7,3.7,63,2.91,1,35.6
112,인천,2018-09-04 13:00,25.3,4.3,64,3.09,1,36.3
112,인천,2018-09-04 14:00,26,4.8,59,3.02,1,35.5
112,인천,2018-09-04 15:00,26.8,4.4,54,2.69,1,34
112,인천,2018-09-04 16:00,26.8,4.9,57,2.1,2,30.8
112,인천,2018-09-04 17:00,26.9,5.6,56,1.58,2,27.9
112,인천,2018-09-04 18:00,25.9,7.9,52,0.64,3,23.4
112,인천,2018-09-04 19:00,24.4,6.5,60,0.18,0,21.3
112,인천,2018-09-04 20:00,23.3,5.2,64,,1,20.3
112,인천,2018-09-04 21:00,23.1,4.1,61,,0,19.7
112,인천,2018-09-04 22:00,23,3.9,65,,2,19.6
112,인천,2018-09-04 23:00,22.8,3,65,,3,19.3
112,인천,2018-09-05 0:00,23.1,4.1,69,,4,19.6
112,인천,2018-09-05 1:00,23.3,4.5,71,,3,19.7
112,인천,2018-09-05 2:00,23,4,71,,2,19.4
112,인천,2018-09-05 3:00,23,3.1,75,,1,19.4
112,인천,2018-09-05 4:00,22.6,2.9,76,,0,19.2
112,인천,2018-09-05 5:00,22.8,3.3,72,,1,19.1
112,인천,2018-09-05 6:00,22.9,3.7,69,,0,18.9
112,인천,2018-09-05 7:00,22.8,3.6,73,0.13,0,19.7
112,인천,2018-09-05 8:00,23.5,3.6,67,0.71,0,25.1
112,인천,2018-09-05 9:00,24.8,4.2,58,1.42,0,28.9
112,인천,2018-09-05 10:00,25.5,5.4,54,2.06,1,29.4
112,인천,2018-09-05 11:00,26,5.2,53,2.32,6,31.5
112,인천,2018-09-05 12:00,26.3,6.2,50,2.67,7,31.8
112,인천,2018-09-05 13:00,26.1,7.2,57,2.66,5,30.3
112,인천,2018-09-05 14:00,26.1,8,59,1.9,1,29.3
112,인천,2018-09-05 15:00,26.4,6.7,54,2.14,1,28.1
112,인천,2018-09-05 16:00,26.6,6.9,53,1.97,2,27.8
112,인천,2018-09-05 17:00,26.3,6.1,60,1.48,0,25.9
112,인천,2018-09-05 18:00,25.5,6.1,67,0.77,0,23.4
112,인천,2018-09-05 19:00,24.7,5.3,73,0.14,0,22
112,인천,2018-09-05 20:00,24.2,3.7,81,,0,21.7
112,인천,2018-09-05 21:00,23.9,2.9,84,,0,21.4
112,인천,2018-09-05 22:00,23.7,3.1,86,,1,21.1
112,인천,2018-09-05 23:00,23.5,1.5,86,,0,20.7
112,인천,2018-09-06 0:00,23.2,2,90,,1,20.5
112,인천,2018-09-06 1:00,23.2,2.5,88,,0,20.5
112,인천,2018-09-06 2:00,23.1,2.3,87,,4,20.4
112,인천,2018-09-06 3:00,23,1.8,90,,5,20.3
112,인천,2018-09-06 4:00,22.9,1.7,89,,4,20.6
112,인천,2018-09-06 5:00,22.7,2,95,,2,20.4
112,인천,2018-09-06 6:00,22.2,2.1,96,,3,20
112,인천,2018-09-06 7:00,22.1,2.4,92,0.09,6,20.4
112,인천,2018-09-06 8:00,23,2.4,82,0.48,9,23.2
112,인천,2018-09-06 9:00,23.8,3.2,80,0.91,9,25
112,인천,2018-09-06 10:00,25,2.5,75,1.36,9,27.4
112,인천,2018-09-06 11:00,25.3,3,68,1.42,9,28.4
112,인천,2018-09-06 12:00,26.4,3.2,64,1.95,9,30.9
112,인천,2018-09-06 13:00,26.4,3.4,68,1.57,9,30.4
112,인천,2018-09-06 14:00,26.1,3.2,75,1.24,10,28.7
112,인천,2018-09-06 15:00,26.1,4.4,77,0.91,10,28
112,인천,2018-09-06 16:00,25.9,4,75,0.7,10,27.1
112,인천,2018-09-06 17:00,25.7,4.6,74,0.45,9,25.8
112,인천,2018-09-06 18:00,25.7,4.7,63,0.25,9,24.4
112,인천,2018-09-06 19:00,25.3,5.8,77,0.09,8,23.4
112,인천,2018-09-06 20:00,24.8,5.1,82,,3,22.7
112,인천,2018-09-06 21:00,24.4,5.3,81,,2,22.2
112,인천,2018-09-06 22:00,24.2,6.3,78,,9,22.2
112,인천,2018-09-06 23:00,22.6,6.1,78,,10,21.5
112,인천,2018-09-07 0:00,23.3,5.2,73,,6,21
112,인천,2018-09-07 1:00,21.5,4.6,83,,10,20.7
112,인천,2018-09-07 2:00,21.5,3,59,,10,20
112,인천,2018-09-07 3:00,21.7,3.7,62,,10,19.7
112,인천,2018-09-07 4:00,22.1,3.3,65,,10,19.7
112,인천,2018-09-07 5:00,22.7,4.8,69,,2,19.5
112,인천,2018-09-07 6:00,21.5,5,66,,7,19
112,인천,2018-09-07 7:00,20.6,2.6,72,0.08,8,18.6
112,인천,2018-09-07 8:00,20.6,4,69,0.4,6,19.7
112,인천,2018-09-07 9:00,21.4,3.9,65,1.31,3,23.9
112,인천,2018-09-07 10:00,21.9,4.4,58,2.04,5,26.7
112,인천,2018-09-07 11:00,22.5,4.9,57,2.4,5,28.9
112,인천,2018-09-07 12:00,22.9,5.2,58,2.83,7,30.6
112,인천,2018-09-07 13:00,23.3,4.5,56,2.51,8,29.3
112,인천,2018-09-07 14:00,24,4.8,51,2.55,8,29.4
112,인천,2018-09-07 15:00,23.8,5.6,49,2.02,7,27.1
112,인천,2018-09-07 16:00,24.2,5.3,45,2.06,7,26
112,인천,2018-09-07 17:00,24.3,5.5,36,1.45,5,23.3
112,인천,2018-09-07 18:00,23.6,4.9,39,0.81,3,19.8
112,인천,2018-09-07 19:00,22.2,4.2,47,0.16,0,18.3
112,인천,2018-09-07 20:00,21.4,4.9,52,,0,17.4
112,인천,2018-09-07 21:00,21,5.1,50,,0,16.8
112,인천,2018-09-07 22:00,20,3.7,59,,0,16.4
112,인천,2018-09-07 23:00,19.4,3.6,60,,0,16.2
112,인천,2018-09-08 0:00,19.1,3.4,63,,0,16
112,인천,2018-09-08 1:00,18.8,3.1,64,,0,15.8
112,인천,2018-09-08 2:00,18.2,1.7,66,,0,15.8
112,인천,2018-09-08 3:00,17.9,2,66,,0,15.6
112,인천,2018-09-08 4:00,17.6,1.4,68,,0,15.5
112,인천,2018-09-08 5:00,17.7,2,69,,0,15.3
112,인천,2018-09-08 6:00,17.6,2,71,,0,15.2
112,인천,2018-09-08 7:00,17.8,2,71,0.11,0,15.7
112,인천,2018-09-08 8:00,19.1,1.4,65,0.68,0,19.3
112,인천,2018-09-08 9:00,20.7,1.6,59,1.35,0,23.9
